queryHits	subjectHits	chrom	zf_pos	ensembl_transcript_id	fst_smooth	fst_boot	fst_diff	ensembl_gene_id	go_id	go_linkage_type	name_1006
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0014911	IEA	positive regulation of smooth muscle cell migration
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0045840	IEA	positive regulation of mitosis
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0048146	IEA	positive regulation of fibroblast proliferation
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0048661	IEA	positive regulation of smooth muscle cell proliferation
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:2001237	IEA	negative regulation of extrinsic apoptotic signaling pathway
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0046579	IEA	positive regulation of Ras protein signal transduction
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0050679	IEA	positive regulation of epithelial cell proliferation
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0070886	IEA	positive regulation of calcineurin-NFAT signaling cascade
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0043388	IEA	positive regulation of DNA binding
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0046326	IEA	positive regulation of glucose import
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0042523	IEA	positive regulation of tyrosine phosphorylation of Stat5 protein
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0042104	IEA	positive regulation of activated T cell proliferation
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0034392	IEA	negative regulation of smooth muscle cell apoptotic process
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0033160	IEA	positive regulation of protein import into nucleus, translocation
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0010613	IEA	positive regulation of cardiac muscle hypertrophy
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0040014	IEA	regulation of multicellular organism growth
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0043568	IEA	positive regulation of insulin-like growth factor receptor signaling pathway
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0045725	IEA	positive regulation of glycogen biosynthetic process
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0001775	IEA	cell activation
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0014834	IEA	skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0014896	IEA	muscle hypertrophy
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0014904	IEA	myotube cell development
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0030166	IEA	proteoglycan biosynthetic process
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0035630	IEA	bone mineralization involved in bone maturation
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0045445	IEA	myoblast differentiation
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0051450	IEA	myoblast proliferation
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0043410	IEA	positive regulation of MAPK cascade
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0050731	IEA	positive regulation of peptidyl-tyrosine phosphorylation
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0045669	IEA	positive regulation of osteoblast differentiation
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0048015	IEA	phosphatidylinositol-mediated signaling
86	684	chr1A	55215463	ENSTGUT00000011760	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011279	GO:0045893	IEA	positive regulation of transcription, DNA-templated
86	685	chr1A	55305965	ENSTGUT00000011763	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011291	GO:0007631	IEA	feeding behavior
86	685	chr1A	55305965	ENSTGUT00000011763	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011291	GO:0007268	IEA	synaptic transmission
86	686	chr1A	55307539	ENSTGUT00000011765	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011294	GO:2000042	IEA	negative regulation of double-strand break repair via homologous recombination
86	690	chr1A	55443057	ENSTGUT00000011792	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011307	GO:0006936	IEA	muscle contraction
86	691	chr1A	55450280	ENSTGUT00000011812	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011324	GO:0030154	IEA	cell differentiation
86	692	chr1A	55486660	ENSTGUT00000011817	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011340	GO:0035093	IEA	spermatogenesis, exchange of chromosomal proteins
86	693	chr1A	55493469	ENSTGUT00000011823	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011346	GO:0008654	IEA	phospholipid biosynthetic process
86	693	chr1A	55493469	ENSTGUT00000011823	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011346	GO:0006656	IEA	phosphatidylcholine biosynthetic process
86	693	chr1A	55493469	ENSTGUT00000011823	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011346	GO:0006663	IEA	platelet activating factor biosynthetic process
86	694	chr1A	55621506	ENSTGUT00000011825	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011352	GO:0006355	IEA	regulation of transcription, DNA-templated
86	694	chr1A	55621506	ENSTGUT00000011825	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011352	GO:0045944	IEA	positive regulation of transcription from RNA polymerase II promoter
86	695	chr1A	55647427	ENSTGUT00000011830	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011354	GO:0008152	IEA	metabolic process
86	696	chr1A	55672777	ENSTGUT00000011840	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011359	GO:0055114	IEA	oxidation-reduction process
86	697	chr1A	55741426	ENSTGUT00000011850	0.130049150885714	0.0883196105128205	0.0417295403728938	ENSTGUG00000011367	GO:0055114	IEA	oxidation-reduction process
85	682	chr1A	55010463	ENSTGUT00000011739	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011254	GO:0006559	IEA	L-phenylalanine catabolic process
85	682	chr1A	55010463	ENSTGUT00000011739	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011254	GO:0009072	IEA	aromatic amino acid family metabolic process
85	682	chr1A	55010463	ENSTGUT00000011739	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011254	GO:0008152	IEA	metabolic process
85	682	chr1A	55010463	ENSTGUT00000011739	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011254	GO:0055114	IEA	oxidation-reduction process
85	683	chr1A	55057204	ENSTGUT00000011749	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011270	GO:0009072	IEA	aromatic amino acid family metabolic process
85	683	chr1A	55057204	ENSTGUT00000011749	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011270	GO:0055114	IEA	oxidation-reduction process
85	684	chr1A	55215463	ENSTGUT00000011760	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011279	GO:2000288	IEA	positive regulation of myoblast proliferation
85	684	chr1A	55215463	ENSTGUT00000011760	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011279	GO:0060766	IEA	negative regulation of androgen receptor signaling pathway
85	684	chr1A	55215463	ENSTGUT00000011760	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011279	GO:0060741	IEA	prostate gland stromal morphogenesis
85	684	chr1A	55215463	ENSTGUT00000011760	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011279	GO:0060510	IEA	Type II pneumocyte differentiation
85	684	chr1A	55215463	ENSTGUT00000011760	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011279	GO:0051246	IEA	regulation of protein metabolic process
85	684	chr1A	55215463	ENSTGUT00000011760	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011279	GO:0032878	IEA	regulation of establishment or maintenance of cell polarity
85	684	chr1A	55215463	ENSTGUT00000011760	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011279	GO:0030104	IEA	water homeostasis
85	684	chr1A	55215463	ENSTGUT00000011760	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011279	GO:0021940	IEA	positive regulation of cerebellar granule cell precursor proliferation
85	684	chr1A	55215463	ENSTGUT00000011760	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011279	GO:0060527	IEA	prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis
85	684	chr1A	55215463	ENSTGUT00000011760	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011279	GO:0060463	IEA	lung lobe morphogenesis
85	684	chr1A	55215463	ENSTGUT00000011760	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011279	GO:0031017	IEA	exocrine pancreas development
85	684	chr1A	55215463	ENSTGUT00000011760	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011279	GO:0048468	IEA	cell development
85	684	chr1A	55215463	ENSTGUT00000011760	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011279	GO:0048009	IEA	insulin-like growth factor receptor signaling pathway
85	684	chr1A	55215463	ENSTGUT00000011760	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011279	GO:0001932	IEA	regulation of protein phosphorylation
85	684	chr1A	55215463	ENSTGUT00000011760	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011279	GO:0060509	IEA	Type I pneumocyte differentiation
85	684	chr1A	55215463	ENSTGUT00000011760	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011279	GO:0060736	IEA	prostate gland growth
85	684	chr1A	55215463	ENSTGUT00000011760	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011279	GO:0070373	IEA	negative regulation of ERK1 and ERK2 cascade
85	684	chr1A	55215463	ENSTGUT00000011760	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011279	GO:0007399	IEA	nervous system development
85	684	chr1A	55215463	ENSTGUT00000011760	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011279	GO:0014068	IEA	positive regulation of phosphatidylinositol 3-kinase signaling
85	684	chr1A	55215463	ENSTGUT00000011760	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011279	GO:0048754	IEA	branching morphogenesis of an epithelial tube
85	684	chr1A	55215463	ENSTGUT00000011760	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011279	GO:0010001	IEA	glial cell differentiation
85	684	chr1A	55215463	ENSTGUT00000011760	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011279	GO:0060426	IEA	lung vasculature development
85	684	chr1A	55215463	ENSTGUT00000011760	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011279	GO:0001974	IEA	blood vessel remodeling
85	684	chr1A	55215463	ENSTGUT00000011760	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011279	GO:0030324	IEA	lung development
85	684	chr1A	55215463	ENSTGUT00000011760	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011279	GO:0097192	IEA	extrinsic apoptotic signaling pathway in absence of ligand
85	684	chr1A	55215463	ENSTGUT00000011760	0.129612414090909	0.0899986549291785	0.0396137591617306	ENSTGUG00000011279	GO:0048286	IEA	lung alveolus development
